suceptibles,contagiados
0.9999379970922775,6.200290772256906e-05
0.999879812097592,5.8184994685465054e-05
0.9998269721811585,5.2839916433519444e-05
0.9997058679796215,0.00012110420153693907
0.9996070603902212,9.880758940025167e-05
0.9994937447312799,0.0001133156589412469
0.9993743204114793,0.0001194243198006133
0.9992434423525675,0.00013087805891192532
0.9991745672013781,6.887515118935628e-05
0.9991107316953978,6.383550598037898e-05
0.9989763411564917,0.00013439053890606102
0.9988416451845427,0.00013469597194902934
0.9987002296856483,0.00014141549889433238
0.9985704206423868,0.00012980904326153622
0.9984163296722093,0.00015409097017751768
0.9983184383819379,9.789129027134672e-05
0.9982549083090005,6.353007293741066e-05
0.998081575057116,0.00017333325188452188
0.9979167939304346,0.0001647811266814089
0.9977497220559309,0.0001670718745036713
0.9975944093535816,0.00015531270234939097
0.9974461216112205,0.00014828774236111958
0.9973665563035272,7.956530769324748e-05
0.9973053169784121,6.123932511514825e-05
0.9971383978204299,0.00016691915798218714
0.9969928589754555,0.00014553884497440472
0.9968369354070202,0.0001559235684353276
0.9967051410489794,0.0001317943580408303
0.9965557842909679,0.00014935675801150872
0.9964685831572004,8.72011337674555e-05
0.996400318872097,6.826428510341963e-05
0.9962298872341206,0.00017043163797632283
0.9960851119717536,0.00014477526236698391
0.9959299519859257,0.0001551599858279068
0.9957842604244298,0.00014569156149588886
0.9956344455168539,0.0001498149075759612
0.9955493824143872,8.506310246667726e-05
0.9954863104910142,6.307192337295818e-05
0.9953248891278055,0.00016142136320875737
0.9951695764254561,0.00015531270234939097
0.9950214413996165,0.00014813502583963545
0.9948841492468022,0.00013729215281426007
0.994741206582693,0.000142942664109174
0.9946758439114979,6.536267119522058e-05
0.9946208659637635,5.497794773429769e-05
0.9944770070005254,0.00014385896323807894
0.9943236796129553,0.0001533273875700969
0.9941746282879868,0.0001490513249685404
0.9940286312934479,0.00014599699453885718
0.9938914918571551,0.0001371394362927759
0.9938200205251005,7.1471332054587e-05
0.9937745110016982,4.550952340227975e-05
0.9936367606993195,0.00013775030237871255
0.9934991631134623,0.0001375975858572284
